match,team,opponent,team_score,opponent_score,result,status,round,season
AthleticClub_Barcelona,AthleticClub,Barcelona,1.0,1.0,win,finished,1,19_20
Barcelona_AthleticClub,Barcelona,AthleticClub,1.0,1.0,loss,finished,1,19_20
CeltaVigo_RealMadrid,CeltaVigo,RealMadrid,1.0,3.0,loss,finished,1,19_20
RealMadrid_CeltaVigo,RealMadrid,CeltaVigo,3.0,1.0,win,finished,1,19_20
Valencia_RealSociedad,Valencia,RealSociedad,2.0,2.0,draw,finished,1,19_20
RealSociedad_Valencia,RealSociedad,Valencia,2.0,2.0,draw,finished,1,19_20
Mallorca_Eibar,Mallorca,Eibar,3.0,1.0,win,finished,1,19_20
Eibar_Mallorca,Eibar,Mallorca,1.0,3.0,loss,finished,1,19_20
Leganes_Osasuna,Leganes,Osasuna,0.0,1.0,loss,finished,1,19_20
Osasuna_Leganes,Osasuna,Leganes,1.0,0.0,win,finished,1,19_20
Villarreal_Granada,Villarreal,Granada,5.0,5.0,draw,finished,1,19_20
Granada_Villarreal,Granada,Villarreal,5.0,5.0,draw,finished,1,19_20
DeportivoAlaves_LevanteUD,DeportivoAlaves,LevanteUD,1.0,1.0,win,finished,1,19_20
LevanteUD_DeportivoAlaves,LevanteUD,DeportivoAlaves,1.0,1.0,loss,finished,1,19_20
Espanyol_Sevilla,Espanyol,Sevilla,0.0,2.0,loss,finished,1,19_20
Sevilla_Espanyol,Sevilla,Espanyol,2.0,0.0,win,finished,1,19_20
RealBetis_RealValladolid,RealBetis,RealValladolid,2.0,3.0,loss,finished,1,19_20
RealValladolid_RealBetis,RealValladolid,RealBetis,3.0,2.0,win,finished,1,19_20
AtleticoMadrid_Getafe,AtleticoMadrid,Getafe,1.0,0.0,win,finished,1,19_20
Getafe_AtleticoMadrid,Getafe,AtleticoMadrid,0.0,1.0,loss,finished,1,19_20
Villarreal_DeportivoAlaves,Villarreal,DeportivoAlaves,5.0,1.0,win,finished,10,19_20
DeportivoAlaves_Villarreal,DeportivoAlaves,Villarreal,1.0,5.0,loss,finished,10,19_20
Barcelona_RealMadrid,Barcelona,RealMadrid,,,,postponed,10,19_20
RealMadrid_Barcelona,RealMadrid,Barcelona,,,,postponed,10,19_20
Leganes_Mallorca,Leganes,Mallorca,2.0,1.0,win,finished,10,19_20
Mallorca_Leganes,Mallorca,Leganes,1.0,2.0,loss,finished,10,19_20
RealValladolid_Eibar,RealValladolid,Eibar,3.0,1.0,win,finished,10,19_20
Eibar_RealValladolid,Eibar,RealValladolid,1.0,3.0,loss,finished,10,19_20
AtleticoMadrid_AthleticClub,AtleticoMadrid,AthleticClub,2.0,0.0,win,finished,10,19_20
AthleticClub_AtleticoMadrid,AthleticClub,AtleticoMadrid,0.0,2.0,loss,finished,10,19_20
CeltaVigo_RealSociedad,CeltaVigo,RealSociedad,1.0,1.0,loss,finished,10,19_20
RealSociedad_CeltaVigo,RealSociedad,CeltaVigo,1.0,1.0,win,finished,10,19_20
Granada_RealBetis,Granada,RealBetis,2.0,1.0,win,finished,10,19_20
RealBetis_Granada,RealBetis,Granada,1.0,2.0,loss,finished,10,19_20
LevanteUD_Espanyol,LevanteUD,Espanyol,0.0,1.0,loss,finished,10,19_20
Espanyol_LevanteUD,Espanyol,LevanteUD,1.0,0.0,win,finished,10,19_20
Sevilla_Getafe,Sevilla,Getafe,3.0,0.0,win,finished,10,19_20
Getafe_Sevilla,Getafe,Sevilla,0.0,3.0,loss,finished,10,19_20
Osasuna_Valencia,Osasuna,Valencia,3.0,2.0,win,finished,10,19_20
Valencia_Osasuna,Valencia,Osasuna,2.0,3.0,loss,finished,10,19_20
Barcelona_RealMadrid,Barcelona,RealMadrid,1.0,0.0,draw,finished,10,19_20
RealMadrid_Barcelona,RealMadrid,Barcelona,0.0,1.0,draw,finished,10,19_20
DeportivoAlaves_AtleticoMadrid,DeportivoAlaves,AtleticoMadrid,2.0,1.0,draw,finished,11,19_20
AtleticoMadrid_DeportivoAlaves,AtleticoMadrid,DeportivoAlaves,1.0,2.0,draw,finished,11,19_20
Barcelona_RealValladolid,Barcelona,RealValladolid,5.0,1.0,win,finished,11,19_20
RealValladolid_Barcelona,RealValladolid,Barcelona,1.0,5.0,loss,finished,11,19_20
RealSociedad_LevanteUD,RealSociedad,LevanteUD,1.0,2.0,loss,finished,11,19_20
LevanteUD_RealSociedad,LevanteUD,RealSociedad,2.0,1.0,win,finished,11,19_20
Valencia_Sevilla,Valencia,Sevilla,1.0,2.0,draw,finished,11,19_20
Sevilla_Valencia,Sevilla,Valencia,2.0,1.0,draw,finished,11,19_20
AthleticClub_Espanyol,AthleticClub,Espanyol,4.0,1.0,win,finished,11,19_20
Espanyol_AthleticClub,Espanyol,AthleticClub,1.0,4.0,loss,finished,11,19_20
RealBetis_CeltaVigo,RealBetis,CeltaVigo,2.0,1.0,win,finished,11,19_20
CeltaVigo_RealBetis,CeltaVigo,RealBetis,1.0,2.0,loss,finished,11,19_20
RealMadrid_Leganes,RealMadrid,Leganes,6.0,0.0,win,finished,11,19_20
Leganes_RealMadrid,Leganes,RealMadrid,0.0,6.0,loss,finished,11,19_20
Eibar_Villarreal,Eibar,Villarreal,3.0,1.0,win,finished,11,19_20
Villarreal_Eibar,Villarreal,Eibar,1.0,3.0,loss,finished,11,19_20
Mallorca_Osasuna,Mallorca,Osasuna,2.0,3.0,draw,finished,11,19_20
Osasuna_Mallorca,Osasuna,Mallorca,3.0,2.0,draw,finished,11,19_20
Getafe_Granada,Getafe,Granada,4.0,2.0,win,finished,11,19_20
Granada_Getafe,Granada,Getafe,2.0,4.0,loss,finished,11,19_20
Espanyol_Valencia,Espanyol,Valencia,2.0,3.0,loss,finished,12,19_20
Valencia_Espanyol,Valencia,Espanyol,3.0,2.0,win,finished,12,19_20
LevanteUD_Barcelona,LevanteUD,Barcelona,3.0,2.0,win,finished,12,19_20
Barcelona_LevanteUD,Barcelona,LevanteUD,2.0,3.0,loss,finished,12,19_20
Sevilla_AtleticoMadrid,Sevilla,AtleticoMadrid,1.0,1.0,draw,finished,12,19_20
AtleticoMadrid_Sevilla,AtleticoMadrid,Sevilla,1.0,1.0,draw,finished,12,19_20
RealMadrid_RealBetis,RealMadrid,RealBetis,1.0,0.0,draw,finished,12,19_20
RealBetis_RealMadrid,RealBetis,RealMadrid,0.0,1.0,draw,finished,12,19_20
RealValladolid_Mallorca,RealValladolid,Mallorca,4.0,0.0,win,finished,12,19_20
Mallorca_RealValladolid,Mallorca,RealValladolid,0.0,4.0,loss,finished,12,19_20
Villarreal_AthleticClub,Villarreal,AthleticClub,1.0,1.0,draw,finished,12,19_20
AthleticClub_Villarreal,AthleticClub,Villarreal,1.0,1.0,draw,finished,12,19_20
Osasuna_DeportivoAlaves,Osasuna,DeportivoAlaves,4.0,2.0,win,finished,12,19_20
DeportivoAlaves_Osasuna,DeportivoAlaves,Osasuna,2.0,4.0,loss,finished,12,19_20
CeltaVigo_Getafe,CeltaVigo,Getafe,0.0,2.0,loss,finished,12,19_20
Getafe_CeltaVigo,Getafe,CeltaVigo,2.0,0.0,win,finished,12,19_20
Leganes_Eibar,Leganes,Eibar,1.0,3.0,loss,finished,12,19_20
Eibar_Leganes,Eibar,Leganes,3.0,1.0,win,finished,12,19_20
Granada_RealSociedad,Granada,RealSociedad,1.0,2.0,loss,finished,12,19_20
RealSociedad_Granada,RealSociedad,Granada,2.0,1.0,win,finished,12,19_20
RealSociedad_Leganes,RealSociedad,Leganes,2.0,2.0,draw,finished,13,19_20
Leganes_RealSociedad,Leganes,RealSociedad,2.0,2.0,draw,finished,13,19_20
DeportivoAlaves_RealValladolid,DeportivoAlaves,RealValladolid,4.0,0.0,win,finished,13,19_20
RealValladolid_DeportivoAlaves,RealValladolid,DeportivoAlaves,0.0,4.0,loss,finished,13,19_20
Valencia_Granada,Valencia,Granada,2.0,0.0,win,finished,13,19_20
Granada_Valencia,Granada,Valencia,0.0,2.0,loss,finished,13,19_20
Eibar_RealMadrid,Eibar,RealMadrid,0.0,5.0,loss,finished,13,19_20
RealMadrid_Eibar,RealMadrid,Eibar,5.0,0.0,win,finished,13,19_20
Barcelona_CeltaVigo,Barcelona,CeltaVigo,4.0,1.0,win,finished,13,19_20
CeltaVigo_Barcelona,CeltaVigo,Barcelona,1.0,4.0,loss,finished,13,19_20
Mallorca_Villarreal,Mallorca,Villarreal,3.0,1.0,win,finished,13,19_20
Villarreal_Mallorca,Villarreal,Mallorca,1.0,3.0,loss,finished,13,19_20
AthleticClub_LevanteUD,AthleticClub,LevanteUD,3.0,1.0,win,finished,13,19_20
LevanteUD_AthleticClub,LevanteUD,AthleticClub,1.0,3.0,loss,finished,13,19_20
AtleticoMadrid_Espanyol,AtleticoMadrid,Espanyol,4.0,1.0,win,finished,13,19_20
Espanyol_AtleticoMadrid,Espanyol,AtleticoMadrid,1.0,4.0,loss,finished,13,19_20
Getafe_Osasuna,Getafe,Osasuna,1.0,1.0,draw,finished,13,19_20
Osasuna_Getafe,Osasuna,Getafe,1.0,1.0,draw,finished,13,19_20
RealBetis_Sevilla,RealBetis,Sevilla,2.0,3.0,loss,finished,13,19_20
Sevilla_RealBetis,Sevilla,RealBetis,3.0,2.0,win,finished,13,19_20
LevanteUD_Mallorca,LevanteUD,Mallorca,3.0,1.0,win,finished,14,19_20
Mallorca_LevanteUD,Mallorca,LevanteUD,1.0,3.0,loss,finished,14,19_20
Leganes_Barcelona,Leganes,Barcelona,2.0,2.0,loss,finished,14,19_20
Barcelona_Leganes,Barcelona,Leganes,2.0,2.0,win,finished,14,19_20
RealBetis_Valencia,RealBetis,Valencia,3.0,1.0,win,finished,14,19_20
Valencia_RealBetis,Valencia,RealBetis,1.0,3.0,loss,finished,14,19_20
Granada_AtleticoMadrid,Granada,AtleticoMadrid,1.0,1.0,draw,finished,14,19_20
AtleticoMadrid_Granada,AtleticoMadrid,Granada,1.0,1.0,draw,finished,14,19_20
RealMadrid_RealSociedad,RealMadrid,RealSociedad,4.0,2.0,win,finished,14,19_20
RealSociedad_RealMadrid,RealSociedad,RealMadrid,2.0,4.0,loss,finished,14,19_20
Espanyol_Getafe,Espanyol,Getafe,2.0,1.0,draw,finished,14,19_20
Getafe_Espanyol,Getafe,Espanyol,1.0,2.0,draw,finished,14,19_20
Osasuna_AthleticClub,Osasuna,AthleticClub,2.0,3.0,loss,finished,14,19_20
AthleticClub_Osasuna,AthleticClub,Osasuna,3.0,2.0,win,finished,14,19_20
Eibar_DeportivoAlaves,Eibar,DeportivoAlaves,0.0,3.0,loss,finished,14,19_20
DeportivoAlaves_Eibar,DeportivoAlaves,Eibar,3.0,0.0,win,finished,14,19_20
Villarreal_CeltaVigo,Villarreal,CeltaVigo,1.0,3.0,loss,finished,14,19_20
CeltaVigo_Villarreal,CeltaVigo,Villarreal,3.0,1.0,win,finished,14,19_20
RealValladolid_Sevilla,RealValladolid,Sevilla,1.0,2.0,loss,finished,14,19_20
Sevilla_RealValladolid,Sevilla,RealValladolid,2.0,1.0,win,finished,14,19_20
CeltaVigo_RealValladolid,CeltaVigo,RealValladolid,1.0,0.0,draw,finished,15,19_20
RealValladolid_CeltaVigo,RealValladolid,CeltaVigo,0.0,1.0,draw,finished,15,19_20
DeportivoAlaves_RealMadrid,DeportivoAlaves,RealMadrid,2.0,2.0,loss,finished,15,19_20
RealMadrid_DeportivoAlaves,RealMadrid,DeportivoAlaves,2.0,2.0,win,finished,15,19_20
RealSociedad_Eibar,RealSociedad,Eibar,4.0,2.0,win,finished,15,19_20
Eibar_RealSociedad,Eibar,RealSociedad,2.0,4.0,loss,finished,15,19_20
Mallorca_RealBetis,Mallorca,RealBetis,1.0,3.0,loss,finished,15,19_20
RealBetis_Mallorca,RealBetis,Mallorca,3.0,1.0,win,finished,15,19_20
Valencia_Villarreal,Valencia,Villarreal,3.0,1.0,win,finished,15,19_20
Villarreal_Valencia,Villarreal,Valencia,1.0,3.0,loss,finished,15,19_20
Sevilla_Leganes,Sevilla,Leganes,1.0,1.0,win,finished,15,19_20
Leganes_Sevilla,Leganes,Sevilla,1.0,1.0,loss,finished,15,19_20
AthleticClub_Granada,AthleticClub,Granada,3.0,1.0,win,finished,15,19_20
Granada_AthleticClub,Granada,AthleticClub,1.0,3.0,loss,finished,15,19_20
Espanyol_Osasuna,Espanyol,Osasuna,2.0,5.0,loss,finished,15,19_20
Osasuna_Espanyol,Osasuna,Espanyol,5.0,2.0,win,finished,15,19_20
Getafe_LevanteUD,Getafe,LevanteUD,4.0,1.0,win,finished,15,19_20
LevanteUD_Getafe,LevanteUD,Getafe,1.0,4.0,loss,finished,15,19_20
AtleticoMadrid_Barcelona,AtleticoMadrid,Barcelona,1.0,2.0,loss,finished,15,19_20
Barcelona_AtleticoMadrid,Barcelona,AtleticoMadrid,2.0,1.0,win,finished,15,19_20
Villarreal_AtleticoMadrid,Villarreal,AtleticoMadrid,0.0,0.0,draw,finished,16,19_20
AtleticoMadrid_Villarreal,AtleticoMadrid,Villarreal,0.0,0.0,draw,finished,16,19_20
RealMadrid_Espanyol,RealMadrid,Espanyol,3.0,0.0,win,finished,16,19_20
Espanyol_RealMadrid,Espanyol,RealMadrid,0.0,3.0,loss,finished,16,19_20
Granada_DeportivoAlaves,Granada,DeportivoAlaves,3.0,1.0,win,finished,16,19_20
DeportivoAlaves_Granada,DeportivoAlaves,Granada,1.0,3.0,loss,finished,16,19_20
LevanteUD_Valencia,LevanteUD,Valencia,3.0,5.0,loss,finished,16,19_20
Valencia_LevanteUD,Valencia,LevanteUD,5.0,3.0,win,finished,16,19_20
Barcelona_Mallorca,Barcelona,Mallorca,6.0,2.0,win,finished,16,19_20
Mallorca_Barcelona,Mallorca,Barcelona,2.0,6.0,loss,finished,16,19_20
Eibar_Getafe,Eibar,Getafe,0.0,1.0,loss,finished,16,19_20
Getafe_Eibar,Getafe,Eibar,1.0,0.0,win,finished,16,19_20
RealBetis_AthleticClub,RealBetis,AthleticClub,4.0,3.0,win,finished,16,19_20
AthleticClub_RealBetis,AthleticClub,RealBetis,3.0,4.0,loss,finished,16,19_20
RealValladolid_RealSociedad,RealValladolid,RealSociedad,0.0,1.0,draw,finished,16,19_20
RealSociedad_RealValladolid,RealSociedad,RealValladolid,1.0,0.0,draw,finished,16,19_20
Leganes_CeltaVigo,Leganes,CeltaVigo,3.0,2.0,win,finished,16,19_20
CeltaVigo_Leganes,CeltaVigo,Leganes,2.0,3.0,loss,finished,16,19_20
Osasuna_Sevilla,Osasuna,Sevilla,1.0,2.0,draw,finished,16,19_20
Sevilla_Osasuna,Sevilla,Osasuna,2.0,1.0,draw,finished,16,19_20
DeportivoAlaves_Leganes,DeportivoAlaves,Leganes,2.0,2.0,draw,finished,17,19_20
Leganes_DeportivoAlaves,Leganes,DeportivoAlaves,2.0,2.0,draw,finished,17,19_20
Granada_LevanteUD,Granada,LevanteUD,2.0,2.0,loss,finished,17,19_20
LevanteUD_Granada,LevanteUD,Granada,2.0,2.0,win,finished,17,19_20
RealSociedad_Barcelona,RealSociedad,Barcelona,2.0,2.0,draw,finished,17,19_20
Barcelona_RealSociedad,Barcelona,RealSociedad,2.0,2.0,draw,finished,17,19_20
AthleticClub_Eibar,AthleticClub,Eibar,0.0,1.0,draw,finished,17,19_20
Eibar_AthleticClub,Eibar,AthleticClub,1.0,0.0,draw,finished,17,19_20
AtleticoMadrid_Osasuna,AtleticoMadrid,Osasuna,3.0,0.0,win,finished,17,19_20
Osasuna_AtleticoMadrid,Osasuna,AtleticoMadrid,0.0,3.0,loss,finished,17,19_20
Getafe_RealValladolid,Getafe,RealValladolid,3.0,1.0,win,finished,17,19_20
RealValladolid_Getafe,RealValladolid,Getafe,1.0,3.0,loss,finished,17,19_20
CeltaVigo_Mallorca,CeltaVigo,Mallorca,3.0,3.0,draw,finished,17,19_20
Mallorca_CeltaVigo,Mallorca,CeltaVigo,3.0,3.0,draw,finished,17,19_20
Espanyol_RealBetis,Espanyol,RealBetis,2.0,3.0,draw,finished,17,19_20
RealBetis_Espanyol,RealBetis,Espanyol,3.0,2.0,draw,finished,17,19_20
Sevilla_Villarreal,Sevilla,Villarreal,1.0,3.0,loss,finished,17,19_20
Villarreal_Sevilla,Villarreal,Sevilla,3.0,1.0,win,finished,17,19_20
Valencia_RealMadrid,Valencia,RealMadrid,1.0,1.0,draw,finished,17,19_20
RealMadrid_Valencia,RealMadrid,Valencia,1.0,1.0,draw,finished,17,19_20
Eibar_Granada,Eibar,Granada,4.0,1.0,win,finished,18,19_20
Granada_Eibar,Granada,Eibar,1.0,4.0,loss,finished,18,19_20
Mallorca_Sevilla,Mallorca,Sevilla,0.0,3.0,loss,finished,18,19_20
Sevilla_Mallorca,Sevilla,Mallorca,3.0,0.0,win,finished,18,19_20
Barcelona_DeportivoAlaves,Barcelona,DeportivoAlaves,5.0,2.0,win,finished,18,19_20
DeportivoAlaves_Barcelona,DeportivoAlaves,Barcelona,2.0,5.0,loss,finished,18,19_20
Villarreal_Getafe,Villarreal,Getafe,1.0,1.0,win,finished,18,19_20
Getafe_Villarreal,Getafe,Villarreal,1.0,1.0,loss,finished,18,19_20
RealValladolid_Valencia,RealValladolid,Valencia,1.0,1.0,draw,finished,18,19_20
Valencia_RealValladolid,Valencia,RealValladolid,1.0,1.0,draw,finished,18,19_20
Leganes_Espanyol,Leganes,Espanyol,2.0,0.0,win,finished,18,19_20
Espanyol_Leganes,Espanyol,Leganes,0.0,2.0,loss,finished,18,19_20
Osasuna_RealSociedad,Osasuna,RealSociedad,3.0,5.0,loss,finished,18,19_20
RealSociedad_Osasuna,RealSociedad,Osasuna,5.0,3.0,win,finished,18,19_20
RealBetis_AtleticoMadrid,RealBetis,AtleticoMadrid,1.0,3.0,loss,finished,18,19_20
AtleticoMadrid_RealBetis,AtleticoMadrid,RealBetis,3.0,1.0,win,finished,18,19_20
LevanteUD_CeltaVigo,LevanteUD,CeltaVigo,4.0,2.0,win,finished,18,19_20
CeltaVigo_LevanteUD,CeltaVigo,LevanteUD,2.0,4.0,loss,finished,18,19_20
RealMadrid_AthleticClub,RealMadrid,AthleticClub,1.0,0.0,draw,finished,18,19_20
AthleticClub_RealMadrid,AthleticClub,RealMadrid,0.0,1.0,draw,finished,18,19_20
RealValladolid_Leganes,RealValladolid,Leganes,3.0,3.0,draw,finished,19,19_20
Leganes_RealValladolid,Leganes,RealValladolid,3.0,3.0,draw,finished,19,19_20
Sevilla_AthleticClub,Sevilla,AthleticClub,2.0,2.0,draw,finished,19,19_20
AthleticClub_Sevilla,AthleticClub,Sevilla,2.0,2.0,draw,finished,19,19_20
Valencia_Eibar,Valencia,Eibar,2.0,0.0,win,finished,19,19_20
Eibar_Valencia,Eibar,Valencia,0.0,2.0,loss,finished,19,19_20
Getafe_RealMadrid,Getafe,RealMadrid,1.0,4.0,loss,finished,19,19_20
RealMadrid_Getafe,RealMadrid,Getafe,4.0,1.0,win,finished,19,19_20
AtleticoMadrid_LevanteUD,AtleticoMadrid,LevanteUD,2.0,2.0,win,finished,19,19_20
LevanteUD_AtleticoMadrid,LevanteUD,AtleticoMadrid,2.0,2.0,loss,finished,19,19_20
Espanyol_Barcelona,Espanyol,Barcelona,2.0,3.0,draw,finished,19,19_20
Barcelona_Espanyol,Barcelona,Espanyol,3.0,2.0,draw,finished,19,19_20
Granada_Mallorca,Granada,Mallorca,1.0,1.0,win,finished,19,19_20
Mallorca_Granada,Mallorca,Granada,1.0,1.0,loss,finished,19,19_20
RealSociedad_Villarreal,RealSociedad,Villarreal,2.0,2.0,loss,finished,19,19_20
Villarreal_RealSociedad,Villarreal,RealSociedad,2.0,2.0,win,finished,19,19_20
DeportivoAlaves_RealBetis,DeportivoAlaves,RealBetis,2.0,2.0,draw,finished,19,19_20
RealBetis_DeportivoAlaves,RealBetis,DeportivoAlaves,2.0,2.0,draw,finished,19,19_20
CeltaVigo_Osasuna,CeltaVigo,Osasuna,2.0,1.0,draw,finished,19,19_20
Osasuna_CeltaVigo,Osasuna,CeltaVigo,1.0,2.0,draw,finished,19,19_20
Granada_Sevilla,Granada,Sevilla,1.0,1.0,loss,finished,2,19_20
Sevilla_Granada,Sevilla,Granada,1.0,1.0,win,finished,2,19_20
LevanteUD_Villarreal,LevanteUD,Villarreal,3.0,1.0,win,finished,2,19_20
Villarreal_LevanteUD,Villarreal,LevanteUD,1.0,3.0,loss,finished,2,19_20
Osasuna_Eibar,Osasuna,Eibar,1.0,0.0,draw,finished,2,19_20
Eibar_Osasuna,Eibar,Osasuna,0.0,1.0,draw,finished,2,19_20
RealMadrid_RealValladolid,RealMadrid,RealValladolid,2.0,2.0,draw,finished,2,19_20
RealValladolid_RealMadrid,RealValladolid,RealMadrid,2.0,2.0,draw,finished,2,19_20
CeltaVigo_Valencia,CeltaVigo,Valencia,1.0,1.0,win,finished,2,19_20
Valencia_CeltaVigo,Valencia,CeltaVigo,1.0,1.0,loss,finished,2,19_20
Getafe_AthleticClub,Getafe,AthleticClub,1.0,2.0,draw,finished,2,19_20
AthleticClub_Getafe,AthleticClub,Getafe,2.0,1.0,draw,finished,2,19_20
DeportivoAlaves_Espanyol,DeportivoAlaves,Espanyol,1.0,0.0,draw,finished,2,19_20
Espanyol_DeportivoAlaves,Espanyol,DeportivoAlaves,0.0,1.0,draw,finished,2,19_20
Mallorca_RealSociedad,Mallorca,RealSociedad,0.0,1.0,loss,finished,2,19_20
RealSociedad_Mallorca,RealSociedad,Mallorca,1.0,0.0,win,finished,2,19_20
Leganes_AtleticoMadrid,Leganes,AtleticoMadrid,1.0,1.0,loss,finished,2,19_20
AtleticoMadrid_Leganes,AtleticoMadrid,Leganes,1.0,1.0,win,finished,2,19_20
Barcelona_RealBetis,Barcelona,RealBetis,5.0,3.0,win,finished,2,19_20
RealBetis_Barcelona,RealBetis,Barcelona,3.0,5.0,loss,finished,2,19_20
Leganes_Getafe,Leganes,Getafe,1.0,3.0,loss,finished,20,19_20
Getafe_Leganes,Getafe,Leganes,3.0,1.0,win,finished,20,19_20
LevanteUD_DeportivoAlaves,LevanteUD,DeportivoAlaves,0.0,2.0,loss,finished,20,19_20
DeportivoAlaves_LevanteUD,DeportivoAlaves,LevanteUD,2.0,0.0,win,finished,20,19_20
RealMadrid_Sevilla,RealMadrid,Sevilla,2.0,2.0,win,finished,20,19_20
Sevilla_RealMadrid,Sevilla,RealMadrid,2.0,2.0,loss,finished,20,19_20
Osasuna_RealValladolid,Osasuna,RealValladolid,0.0,0.0,draw,finished,20,19_20
RealValladolid_Osasuna,RealValladolid,Osasuna,0.0,0.0,draw,finished,20,19_20
Eibar_AtleticoMadrid,Eibar,AtleticoMadrid,2.0,1.0,win,finished,20,19_20
AtleticoMadrid_Eibar,AtleticoMadrid,Eibar,1.0,2.0,loss,finished,20,19_20
Mallorca_Valencia,Mallorca,Valencia,4.0,1.0,win,finished,20,19_20
