match,team,opponent,team_score,opponent_score,result,status,round,season
Mallorca_AthleticClub,Mallorca,AthleticClub,1.0,3.0,loss,finished,32,19_20
CeltaVigo_Barcelona,CeltaVigo,Barcelona,3.0,3.0,draw,finished,32,19_20
Barcelona_CeltaVigo,Barcelona,CeltaVigo,3.0,3.0,draw,finished,32,19_20
Osasuna_Leganes,Osasuna,Leganes,2.0,2.0,win,finished,32,19_20
Leganes_Osasuna,Leganes,Osasuna,2.0,2.0,loss,finished,32,19_20
AtleticoMadrid_DeportivoAlaves,AtleticoMadrid,DeportivoAlaves,3.0,2.0,win,finished,32,19_20
DeportivoAlaves_AtleticoMadrid,DeportivoAlaves,AtleticoMadrid,2.0,3.0,loss,finished,32,19_20
LevanteUD_RealBetis,LevanteUD,RealBetis,5.0,2.0,win,finished,32,19_20
RealBetis_LevanteUD,RealBetis,LevanteUD,2.0,5.0,loss,finished,32,19_20
Villarreal_Valencia,Villarreal,Valencia,3.0,1.0,win,finished,32,19_20
Valencia_Villarreal,Valencia,Villarreal,1.0,3.0,loss,finished,32,19_20
Granada_Eibar,Granada,Eibar,2.0,2.0,loss,finished,32,19_20
Eibar_Granada,Eibar,Granada,2.0,2.0,win,finished,32,19_20
Espanyol_RealMadrid,Espanyol,RealMadrid,1.0,1.0,loss,finished,32,19_20
RealMadrid_Espanyol,RealMadrid,Espanyol,1.0,1.0,win,finished,32,19_20
Getafe_RealSociedad,Getafe,RealSociedad,3.0,1.0,win,finished,32,19_20
RealSociedad_Getafe,RealSociedad,Getafe,1.0,3.0,loss,finished,32,19_20
Mallorca_CeltaVigo,Mallorca,CeltaVigo,5.0,1.0,win,finished,33,19_20
CeltaVigo_Mallorca,CeltaVigo,Mallorca,1.0,5.0,loss,finished,33,19_20
Leganes_Sevilla,Leganes,Sevilla,1.0,4.0,loss,finished,33,19_20
Sevilla_Leganes,Sevilla,Leganes,4.0,1.0,win,finished,33,19_20
Barcelona_AtleticoMadrid,Barcelona,AtleticoMadrid,3.0,3.0,draw,finished,33,19_20
AtleticoMadrid_Barcelona,AtleticoMadrid,Barcelona,3.0,3.0,draw,finished,33,19_20
DeportivoAlaves_Granada,DeportivoAlaves,Granada,1.0,3.0,loss,finished,33,19_20
Granada_DeportivoAlaves,Granada,DeportivoAlaves,3.0,1.0,win,finished,33,19_20
Valencia_AthleticClub,Valencia,AthleticClub,0.0,3.0,loss,finished,33,19_20
AthleticClub_Valencia,AthleticClub,Valencia,3.0,0.0,win,finished,33,19_20
RealBetis_Villarreal,RealBetis,Villarreal,1.0,2.0,loss,finished,33,19_20
Villarreal_RealBetis,Villarreal,RealBetis,2.0,1.0,win,finished,33,19_20
RealValladolid_LevanteUD,RealValladolid,LevanteUD,0.0,1.0,draw,finished,33,19_20
LevanteUD_RealValladolid,LevanteUD,RealValladolid,1.0,0.0,draw,finished,33,19_20
Eibar_Osasuna,Eibar,Osasuna,1.0,2.0,loss,finished,33,19_20
Osasuna_Eibar,Osasuna,Eibar,2.0,1.0,win,finished,33,19_20
RealSociedad_Espanyol,RealSociedad,Espanyol,2.0,2.0,win,finished,33,19_20
Espanyol_RealSociedad,Espanyol,RealSociedad,2.0,2.0,loss,finished,33,19_20
RealMadrid_Getafe,RealMadrid,Getafe,2.0,1.0,win,finished,33,19_20
Getafe_RealMadrid,Getafe,RealMadrid,1.0,2.0,loss,finished,33,19_20
AtleticoMadrid_Mallorca,AtleticoMadrid,Mallorca,3.0,0.0,win,finished,34,19_20
Mallorca_AtleticoMadrid,Mallorca,AtleticoMadrid,0.0,3.0,loss,finished,34,19_20
CeltaVigo_RealBetis,CeltaVigo,RealBetis,1.0,1.0,draw,finished,34,19_20
RealBetis_CeltaVigo,RealBetis,CeltaVigo,1.0,1.0,draw,finished,34,19_20
RealValladolid_DeportivoAlaves,RealValladolid,DeportivoAlaves,2.0,0.0,win,finished,34,19_20
DeportivoAlaves_RealValladolid,DeportivoAlaves,RealValladolid,0.0,2.0,loss,finished,34,19_20
Granada_Valencia,Granada,Valencia,3.0,3.0,draw,finished,34,19_20
Valencia_Granada,Valencia,Granada,3.0,3.0,draw,finished,34,19_20
AthleticClub_RealMadrid,AthleticClub,RealMadrid,1.0,1.0,loss,finished,34,19_20
RealMadrid_AthleticClub,RealMadrid,AthleticClub,1.0,1.0,win,finished,34,19_20
Espanyol_Leganes,Espanyol,Leganes,1.0,2.0,loss,finished,34,19_20
Leganes_Espanyol,Leganes,Espanyol,2.0,1.0,win,finished,34,19_20
Osasuna_Getafe,Osasuna,Getafe,0.0,1.0,draw,finished,34,19_20
Getafe_Osasuna,Getafe,Osasuna,1.0,0.0,draw,finished,34,19_20
Villarreal_Barcelona,Villarreal,Barcelona,1.0,4.0,loss,finished,34,19_20
Barcelona_Villarreal,Barcelona,Villarreal,4.0,1.0,win,finished,34,19_20
LevanteUD_RealSociedad,LevanteUD,RealSociedad,2.0,2.0,draw,finished,34,19_20
RealSociedad_LevanteUD,RealSociedad,LevanteUD,2.0,2.0,draw,finished,34,19_20
Sevilla_Eibar,Sevilla,Eibar,2.0,0.0,win,finished,34,19_20
Eibar_Sevilla,Eibar,Sevilla,0.0,2.0,loss,finished,34,19_20
Valencia_RealValladolid,Valencia,RealValladolid,2.0,1.0,win,finished,35,19_20
RealValladolid_Valencia,RealValladolid,Valencia,1.0,2.0,loss,finished,35,19_20
CeltaVigo_AtleticoMadrid,CeltaVigo,AtleticoMadrid,1.0,2.0,draw,finished,35,19_20
AtleticoMadrid_CeltaVigo,AtleticoMadrid,CeltaVigo,2.0,1.0,draw,finished,35,19_20
Getafe_Villarreal,Getafe,Villarreal,2.0,3.0,loss,finished,35,19_20
Villarreal_Getafe,Villarreal,Getafe,3.0,2.0,win,finished,35,19_20
RealBetis_Osasuna,RealBetis,Osasuna,4.0,0.0,win,finished,35,19_20
Osasuna_RealBetis,Osasuna,RealBetis,0.0,4.0,loss,finished,35,19_20
Barcelona_Espanyol,Barcelona,Espanyol,2.0,1.0,win,finished,35,19_20
Espanyol_Barcelona,Espanyol,Barcelona,1.0,2.0,loss,finished,35,19_20
Eibar_Leganes,Eibar,Leganes,1.0,1.0,draw,finished,35,19_20
Leganes_Eibar,Leganes,Eibar,1.0,1.0,draw,finished,35,19_20
Mallorca_LevanteUD,Mallorca,LevanteUD,2.0,1.0,win,finished,35,19_20
LevanteUD_Mallorca,LevanteUD,Mallorca,1.0,2.0,loss,finished,35,19_20
AthleticClub_Sevilla,AthleticClub,Sevilla,2.0,2.0,loss,finished,35,19_20
Sevilla_AthleticClub,Sevilla,AthleticClub,2.0,2.0,win,finished,35,19_20
RealSociedad_Granada,RealSociedad,Granada,3.0,3.0,loss,finished,35,19_20
Granada_RealSociedad,Granada,RealSociedad,3.0,3.0,win,finished,35,19_20
RealMadrid_DeportivoAlaves,RealMadrid,DeportivoAlaves,3.0,1.0,win,finished,35,19_20
DeportivoAlaves_RealMadrid,DeportivoAlaves,RealMadrid,1.0,3.0,loss,finished,35,19_20
Osasuna_CeltaVigo,Osasuna,CeltaVigo,3.0,2.0,win,finished,36,19_20
CeltaVigo_Osasuna,CeltaVigo,Osasuna,2.0,3.0,loss,finished,36,19_20
RealValladolid_Barcelona,RealValladolid,Barcelona,1.0,1.0,loss,finished,36,19_20
Barcelona_RealValladolid,Barcelona,RealValladolid,1.0,1.0,win,finished,36,19_20
AtleticoMadrid_RealBetis,AtleticoMadrid,RealBetis,2.0,1.0,win,finished,36,19_20
RealBetis_AtleticoMadrid,RealBetis,AtleticoMadrid,1.0,2.0,loss,finished,36,19_20
Espanyol_Eibar,Espanyol,Eibar,1.0,2.0,loss,finished,36,19_20
Eibar_Espanyol,Eibar,Espanyol,2.0,1.0,win,finished,36,19_20
LevanteUD_AthleticClub,LevanteUD,AthleticClub,2.0,2.0,loss,finished,36,19_20
AthleticClub_LevanteUD,AthleticClub,LevanteUD,2.0,2.0,win,finished,36,19_20
Leganes_Valencia,Leganes,Valencia,2.0,1.0,win,finished,36,19_20
Valencia_Leganes,Valencia,Leganes,1.0,2.0,loss,finished,36,19_20
Sevilla_Mallorca,Sevilla,Mallorca,2.0,1.0,win,finished,36,19_20
Mallorca_Sevilla,Mallorca,Sevilla,1.0,2.0,loss,finished,36,19_20
DeportivoAlaves_Getafe,DeportivoAlaves,Getafe,1.0,1.0,draw,finished,36,19_20
Getafe_DeportivoAlaves,Getafe,DeportivoAlaves,1.0,1.0,draw,finished,36,19_20
Villarreal_RealSociedad,Villarreal,RealSociedad,1.0,3.0,loss,finished,36,19_20
RealSociedad_Villarreal,RealSociedad,Villarreal,3.0,1.0,win,finished,36,19_20
Granada_RealMadrid,Granada,RealMadrid,2.0,2.0,loss,finished,36,19_20
RealMadrid_Granada,RealMadrid,Granada,2.0,2.0,win,finished,36,19_20
Eibar_RealValladolid,Eibar,RealValladolid,4.0,2.0,win,finished,37,19_20
RealValladolid_Eibar,RealValladolid,Eibar,2.0,4.0,loss,finished,37,19_20
AthleticClub_Leganes,AthleticClub,Leganes,0.0,2.0,loss,finished,37,19_20
Leganes_AthleticClub,Leganes,AthleticClub,2.0,0.0,win,finished,37,19_20
Barcelona_Osasuna,Barcelona,Osasuna,1.0,2.0,loss,finished,37,19_20
Osasuna_Barcelona,Osasuna,Barcelona,2.0,1.0,win,finished,37,19_20
CeltaVigo_LevanteUD,CeltaVigo,LevanteUD,3.0,3.0,loss,finished,37,19_20
LevanteUD_CeltaVigo,LevanteUD,CeltaVigo,3.0,3.0,win,finished,37,19_20
Getafe_AtleticoMadrid,Getafe,AtleticoMadrid,0.0,3.0,loss,finished,37,19_20
AtleticoMadrid_Getafe,AtleticoMadrid,Getafe,3.0,0.0,win,finished,37,19_20
Mallorca_Granada,Mallorca,Granada,2.0,3.0,loss,finished,37,19_20
Granada_Mallorca,Granada,Mallorca,3.0,2.0,win,finished,37,19_20
RealBetis_DeportivoAlaves,RealBetis,DeportivoAlaves,2.0,3.0,loss,finished,37,19_20
DeportivoAlaves_RealBetis,DeportivoAlaves,RealBetis,3.0,2.0,win,finished,37,19_20
RealMadrid_Villarreal,RealMadrid,Villarreal,3.0,1.0,win,finished,37,19_20
Villarreal_RealMadrid,Villarreal,RealMadrid,1.0,3.0,loss,finished,37,19_20
RealSociedad_Sevilla,RealSociedad,Sevilla,0.0,1.0,draw,finished,37,19_20
Sevilla_RealSociedad,Sevilla,RealSociedad,1.0,0.0,draw,finished,37,19_20
Valencia_Espanyol,Valencia,Espanyol,2.0,1.0,win,finished,37,19_20
Espanyol_Valencia,Espanyol,Valencia,1.0,2.0,loss,finished,37,19_20
DeportivoAlaves_Barcelona,DeportivoAlaves,Barcelona,0.0,5.0,loss,finished,38,19_20
Barcelona_DeportivoAlaves,Barcelona,DeportivoAlaves,5.0,0.0,win,finished,38,19_20
RealValladolid_RealBetis,RealValladolid,RealBetis,2.0,0.0,win,finished,38,19_20
RealBetis_RealValladolid,RealBetis,RealValladolid,0.0,2.0,loss,finished,38,19_20
Villarreal_Eibar,Villarreal,Eibar,4.0,0.0,win,finished,38,19_20
Eibar_Villarreal,Eibar,Villarreal,0.0,4.0,loss,finished,38,19_20
AtleticoMadrid_RealSociedad,AtleticoMadrid,RealSociedad,2.0,2.0,draw,finished,38,19_20
RealSociedad_AtleticoMadrid,RealSociedad,AtleticoMadrid,2.0,2.0,draw,finished,38,19_20
Espanyol_CeltaVigo,Espanyol,CeltaVigo,1.0,0.0,draw,finished,38,19_20
CeltaVigo_Espanyol,CeltaVigo,Espanyol,0.0,1.0,draw,finished,38,19_20
Granada_AthleticClub,Granada,AthleticClub,5.0,0.0,win,finished,38,19_20
AthleticClub_Granada,AthleticClub,Granada,0.0,5.0,loss,finished,38,19_20
Leganes_RealMadrid,Leganes,RealMadrid,3.0,2.0,draw,finished,38,19_20
RealMadrid_Leganes,RealMadrid,Leganes,2.0,3.0,draw,finished,38,19_20
LevanteUD_Getafe,LevanteUD,Getafe,1.0,1.0,win,finished,38,19_20
Getafe_LevanteUD,Getafe,LevanteUD,1.0,1.0,loss,finished,38,19_20
Osasuna_Mallorca,Osasuna,Mallorca,3.0,3.0,draw,finished,38,19_20
Mallorca_Osasuna,Mallorca,Osasuna,3.0,3.0,draw,finished,38,19_20
Sevilla_Valencia,Sevilla,Valencia,2.0,1.0,win,finished,38,19_20
Valencia_Sevilla,Valencia,Sevilla,1.0,2.0,loss,finished,38,19_20
Mallorca_AthleticClub,Mallorca,AthleticClub,0.0,1.0,draw,finished,4,19_20
AthleticClub_Mallorca,AthleticClub,Mallorca,1.0,0.0,draw,finished,4,19_20
RealMadrid_LevanteUD,RealMadrid,LevanteUD,3.0,3.0,win,finished,4,19_20
LevanteUD_RealMadrid,LevanteUD,RealMadrid,3.0,3.0,loss,finished,4,19_20
Leganes_Villarreal,Leganes,Villarreal,0.0,4.0,loss,finished,4,19_20
Villarreal_Leganes,Villarreal,Leganes,4.0,0.0,win,finished,4,19_20
RealSociedad_AtleticoMadrid,RealSociedad,AtleticoMadrid,2.0,1.0,win,finished,4,19_20
AtleticoMadrid_RealSociedad,AtleticoMadrid,RealSociedad,1.0,2.0,loss,finished,4,19_20
Barcelona_Valencia,Barcelona,Valencia,6.0,3.0,win,finished,4,19_20
Valencia_Barcelona,Valencia,Barcelona,3.0,6.0,loss,finished,4,19_20
Eibar_Espanyol,Eibar,Espanyol,2.0,2.0,loss,finished,4,19_20
Espanyol_Eibar,Espanyol,Eibar,2.0,2.0,win,finished,4,19_20
DeportivoAlaves_Sevilla,DeportivoAlaves,Sevilla,1.0,1.0,loss,finished,4,19_20
Sevilla_DeportivoAlaves,Sevilla,DeportivoAlaves,1.0,1.0,win,finished,4,19_20
CeltaVigo_Granada,CeltaVigo,Granada,1.0,2.0,loss,finished,4,19_20
Granada_CeltaVigo,Granada,CeltaVigo,2.0,1.0,win,finished,4,19_20
RealValladolid_Osasuna,RealValladolid,Osasuna,1.0,2.0,draw,finished,4,19_20
Osasuna_RealValladolid,Osasuna,RealValladolid,2.0,1.0,draw,finished,4,19_20
RealBetis_Getafe,RealBetis,Getafe,2.0,1.0,draw,finished,4,19_20
Getafe_RealBetis,Getafe,RealBetis,1.0,2.0,draw,finished,4,19_20
Osasuna_RealBetis,Osasuna,RealBetis,1.0,0.0,draw,finished,5,19_20
RealBetis_Osasuna,RealBetis,Osasuna,0.0,1.0,draw,finished,5,19_20
Villarreal_RealValladolid,Villarreal,RealValladolid,3.0,0.0,win,finished,5,19_20
RealValladolid_Villarreal,RealValladolid,Villarreal,0.0,3.0,loss,finished,5,19_20
LevanteUD_Eibar,LevanteUD,Eibar,0.0,0.0,draw,finished,5,19_20
Eibar_LevanteUD,Eibar,LevanteUD,0.0,0.0,draw,finished,5,19_20
AtleticoMadrid_CeltaVigo,AtleticoMadrid,CeltaVigo,1.0,1.0,draw,finished,5,19_20
CeltaVigo_AtleticoMadrid,CeltaVigo,AtleticoMadrid,1.0,1.0,draw,finished,5,19_20
Granada_Barcelona,Granada,Barcelona,2.0,1.0,win,finished,5,19_20
Barcelona_Granada,Barcelona,Granada,1.0,2.0,loss,finished,5,19_20
Getafe_Mallorca,Getafe,Mallorca,4.0,3.0,win,finished,5,19_20
Mallorca_Getafe,Mallorca,Getafe,3.0,4.0,loss,finished,5,19_20
Espanyol_RealSociedad,Espanyol,RealSociedad,2.0,4.0,loss,finished,5,19_20
RealSociedad_Espanyol,RealSociedad,Espanyol,4.0,2.0,win,finished,5,19_20
Valencia_Leganes,Valencia,Leganes,1.0,1.0,draw,finished,5,19_20
Leganes_Valencia,Leganes,Valencia,1.0,1.0,draw,finished,5,19_20
AthleticClub_DeportivoAlaves,AthleticClub,DeportivoAlaves,2.0,1.0,win,finished,5,19_20
DeportivoAlaves_AthleticClub,DeportivoAlaves,AthleticClub,1.0,2.0,loss,finished,5,19_20
Sevilla_RealMadrid,Sevilla,RealMadrid,1.0,1.0,loss,finished,5,19_20
RealMadrid_Sevilla,RealMadrid,Sevilla,1.0,1.0,win,finished,5,19_20
RealValladolid_Granada,RealValladolid,Granada,1.0,2.0,draw,finished,6,19_20
Granada_RealValladolid,Granada,RealValladolid,2.0,1.0,draw,finished,6,19_20
RealBetis_LevanteUD,RealBetis,LevanteUD,4.0,1.0,win,finished,6,19_20
LevanteUD_RealBetis,LevanteUD,RealBetis,1.0,4.0,loss,finished,6,19_20
Barcelona_Villarreal,Barcelona,Villarreal,3.0,1.0,win,finished,6,19_20
Villarreal_Barcelona,Villarreal,Barcelona,1.0,3.0,loss,finished,6,19_20
Leganes_AthleticClub,Leganes,AthleticClub,2.0,1.0,draw,finished,6,19_20
AthleticClub_Leganes,AthleticClub,Leganes,1.0,2.0,draw,finished,6,19_20
Mallorca_AtleticoMadrid,Mallorca,AtleticoMadrid,1.0,3.0,loss,finished,6,19_20
AtleticoMadrid_Mallorca,AtleticoMadrid,Mallorca,3.0,1.0,win,finished,6,19_20
Valencia_Getafe,Valencia,Getafe,3.0,4.0,draw,finished,6,19_20
Getafe_Valencia,Getafe,Valencia,4.0,3.0,draw,finished,6,19_20
RealMadrid_Osasuna,RealMadrid,Osasuna,2.0,0.0,win,finished,6,19_20
Osasuna_RealMadrid,Osasuna,RealMadrid,0.0,2.0,loss,finished,6,19_20
Eibar_Sevilla,Eibar,Sevilla,3.0,2.0,win,finished,6,19_20
Sevilla_Eibar,Sevilla,Eibar,2.0,3.0,loss,finished,6,19_20
CeltaVigo_Espanyol,CeltaVigo,Espanyol,1.0,2.0,draw,finished,6,19_20
Espanyol_CeltaVigo,Espanyol,CeltaVigo,2.0,1.0,draw,finished,6,19_20
RealSociedad_DeportivoAlaves,RealSociedad,DeportivoAlaves,3.0,0.0,win,finished,6,19_20
DeportivoAlaves_RealSociedad,DeportivoAlaves,RealSociedad,0.0,3.0,loss,finished,6,19_20
Villarreal_RealBetis,Villarreal,RealBetis,6.0,1.0,win,finished,7,19_20
RealBetis_Villarreal,RealBetis,Villarreal,1.0,6.0,loss,finished,7,19_20
AthleticClub_Valencia,AthleticClub,Valencia,0.0,2.0,loss,finished,7,19_20
Valencia_AthleticClub,Valencia,AthleticClub,2.0,0.0,win,finished,7,19_20
Getafe_Barcelona,Getafe,Barcelona,1.0,2.0,loss,finished,7,19_20
Barcelona_Getafe,Barcelona,Getafe,2.0,1.0,win,finished,7,19_20
Granada_Leganes,Granada,Leganes,1.0,0.0,win,finished,7,19_20
Leganes_Granada,Leganes,Granada,0.0,1.0,loss,finished,7,19_20
AtleticoMadrid_RealMadrid,AtleticoMadrid,RealMadrid,1.0,1.0,draw,finished,7,19_20
RealMadrid_AtleticoMadrid,RealMadrid,AtleticoMadrid,1.0,1.0,draw,finished,7,19_20
Espanyol_RealValladolid,Espanyol,RealValladolid,1.0,2.0,loss,finished,7,19_20
RealValladolid_Espanyol,RealValladolid,Espanyol,2.0,1.0,win,finished,7,19_20
Eibar_CeltaVigo,Eibar,CeltaVigo,2.0,1.0,win,finished,7,19_20
CeltaVigo_Eibar,CeltaVigo,Eibar,1.0,2.0,loss,finished,7,19_20
DeportivoAlaves_Mallorca,DeportivoAlaves,Mallorca,2.0,0.0,win,finished,7,19_20
Mallorca_DeportivoAlaves,Mallorca,DeportivoAlaves,0.0,2.0,loss,finished,7,19_20
LevanteUD_Osasuna,LevanteUD,Osasuna,2.0,2.0,draw,finished,7,19_20
Osasuna_LevanteUD,Osasuna,LevanteUD,2.0,2.0,draw,finished,7,19_20
Sevilla_RealSociedad,Sevilla,RealSociedad,4.0,3.0,win,finished,7,19_20
RealSociedad_Sevilla,RealSociedad,Sevilla,3.0,4.0,loss,finished,7,19_20
RealBetis_Eibar,RealBetis,Eibar,1.0,1.0,draw,finished,8,19_20
Eibar_RealBetis,Eibar,RealBetis,1.0,1.0,draw,finished,8,19_20
Leganes_LevanteUD,Leganes,LevanteUD,1.0,3.0,loss,finished,8,19_20
LevanteUD_Leganes,LevanteUD,Leganes,3.0,1.0,win,finished,8,19_20
RealMadrid_Granada,RealMadrid,Granada,5.0,3.0,win,finished,8,19_20
Granada_RealMadrid,Granada,RealMadrid,3.0,5.0,loss,finished,8,19_20
Valencia_DeportivoAlaves,Valencia,DeportivoAlaves,3.0,1.0,win,finished,8,19_20
DeportivoAlaves_Valencia,DeportivoAlaves,Valencia,1.0,3.0,loss,finished,8,19_20
Osasuna_Villarreal,Osasuna,Villarreal,3.0,1.0,win,finished,8,19_20
Villarreal_Osasuna,Villarreal,Osasuna,1.0,3.0,loss,finished,8,19_20
Mallorca_Espanyol,Mallorca,Espanyol,2.0,1.0,win,finished,8,19_20
Espanyol_Mallorca,Espanyol,Mallorca,1.0,2.0,loss,finished,8,19_20
CeltaVigo_AthleticClub,CeltaVigo,AthleticClub,2.0,1.0,win,finished,8,19_20
AthleticClub_CeltaVigo,AthleticClub,CeltaVigo,1.0,2.0,loss,finished,8,19_20
RealValladolid_AtleticoMadrid,RealValladolid,AtleticoMadrid,1.0,0.0,draw,finished,8,19_20
AtleticoMadrid_RealValladolid,AtleticoMadrid,RealValladolid,0.0,1.0,draw,finished,8,19_20
RealSociedad_Getafe,RealSociedad,Getafe,2.0,3.0,loss,finished,8,19_20
Getafe_RealSociedad,Getafe,RealSociedad,3.0,2.0,win,finished,8,19_20
Barcelona_Sevilla,Barcelona,Sevilla,4.0,0.0,win,finished,8,19_20
Sevilla_Barcelona,Sevilla,Barcelona,0.0,4.0,loss,finished,8,19_20
Granada_Osasuna,Granada,Osasuna,2.0,0.0,win,finished,9,19_20
Osasuna_Granada,Osasuna,Granada,0.0,2.0,loss,finished,9,19_20
Eibar_Barcelona,Eibar,Barcelona,0.0,3.0,loss,finished,9,19_20
Barcelona_Eibar,Barcelona,Eibar,3.0,0.0,win,finished,9,19_20
AtleticoMadrid_Valencia,AtleticoMadrid,Valencia,1.0,2.0,draw,finished,9,19_20
Valencia_AtleticoMadrid,Valencia,AtleticoMadrid,2.0,1.0,draw,finished,9,19_20
Getafe_Leganes,Getafe,Leganes,2.0,1.0,win,finished,9,19_20
Leganes_Getafe,Leganes,Getafe,1.0,2.0,loss,finished,9,19_20
Mallorca_RealMadrid,Mallorca,RealMadrid,2.0,0.0,win,finished,9,19_20
RealMadrid_Mallorca,RealMadrid,Mallorca,0.0,2.0,loss,finished,9,19_20
DeportivoAlaves_CeltaVigo,DeportivoAlaves,CeltaVigo,3.0,1.0,win,finished,9,19_20
CeltaVigo_DeportivoAlaves,CeltaVigo,DeportivoAlaves,1.0,3.0,loss,finished,9,19_20
RealSociedad_RealBetis,RealSociedad,RealBetis,3.0,1.0,win,finished,9,19_20
RealBetis_RealSociedad,RealBetis,RealSociedad,1.0,3.0,loss,finished,9,19_20
Espanyol_Villarreal,Espanyol,Villarreal,1.0,1.0,loss,finished,9,19_20
Villarreal_Espanyol,Villarreal,Espanyol,1.0,1.0,win,finished,9,19_20
AthleticClub_RealValladolid,AthleticClub,RealValladolid,1.0,1.0,draw,finished,9,19_20
RealValladolid_AthleticClub,RealValladolid,AthleticClub,1.0,1.0,draw,finished,9,19_20
Sevilla_LevanteUD,Sevilla,LevanteUD,2.0,0.0,win,finished,9,19_20
LevanteUD_Sevilla,LevanteUD,Sevilla,0.0,2.0,loss,finished,9,19_20
